,Benchmark,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Married_yes,Dependents_0,Dependents_1
515,0.35204357554582816,0.02119947155013327,0.14470094288529223,0.048263203360452755,0.011207489749581388,0.16068200022207804,0.008777611256825368,0.007340151436617692,0.008452332528939982
153,0.6112082223948428,0.3943870359529331,0.2655991692734803,0.06397932427424434,-0.002783973683113058,0.058787229348707726,-0.015959127387467634,0.019849125763871153,0.0020647727073661707
266,0.34575101141768366,0.08880995651642686,0.03400132332196928,0.09662430456488787,0.010781221527242214,0.1594740019511146,0.004201880422559997,0.00832164106643111,0.007365828182614556
355,0.3511848149728804,0.10189808799196154,0.003663024219305717,0.14880777358619643,0.0010911179301247968,0.15840486128380998,-0.007092862009281374,-0.0012607096510605848,0.007222310057904912
161,0.6357107242036238,0.029323638380995318,0.07616419697334414,0.501063503305857,0.009952139128650738,0.073228741259023,0.003310197463493515,0.08220339735551849,-0.0006813208265251873
541,0.7153890830344024,0.030302076713205305,0.13459152483376777,0.015407361088460593,0.009867988443751032,0.6046185540686734,0.040560821256745205,0.009730267210706682,0.011522951913438897
419,0.3503913678250794,0.1350346895260523,0.03294729381592239,0.02291304553765985,0.01196416311305561,0.18195756119579135,0.003953133871046443,-0.012077004969005219,0.0017952348346514059
192,0.663772885407646,0.42885274995179395,0.12433323367209698,0.10948202765676061,0.007120765593942915,0.09914170259558033,0.00462291443587735,0.03134602816111664,0.0053236189363697955
333,0.3001207652859775,0.1554306182802785,0.025902044898214502,0.03290820195192144,0.025680589865839695,0.16599368590309102,0.01886447657036872,-0.0074155051023182565,0.010658009266508566
470,0.3302729892161375,0.07489890882384488,0.08588608414448412,0.038878213344937455,0.01168350873078764,0.17610663346662211,0.012069567719162667,0.010423550357940538,-0.003196777686755008
114,0.3370878976413751,0.03966590705826679,0.000568016652757301,0.16639714553709986,0.010400256030196973,0.1812777205387869,0.002594321319473767,-0.0023131186461447977,0.005175950674430759
280,0.7191367428812093,0.05449250826532038,0.020800353847053,-0.01151378908467775,0.005338703571965432,0.6669749046325343,0.01912561126410948,-0.0028907394695158115,0.05833174292241206
558,0.34335127031122165,0.09035658373006665,0.018592966110273317,0.10107830603575647,0.010682941318675454,0.16982950476989306,0.0058402995927825056,-0.0049471976989663505,0.011458389112472224
324,0.3153292865104218,0.20730433991272035,0.022773737562136166,-0.03082732638100638,0.011425920856577041,0.1669045576383578,0.015638605594827028,0.029912709918439032,0.012033501473668185
584,0.7035009265521927,0.10830713792600313,0.011100987620725894,0.0931765602604627,0.013024645127287552,0.59373956572669,0.011903917504546328,0.018247418767212878,0.04242792859328161
338,0.8540360840024868,0.1961118480729918,0.06340012498590546,0.13215067995541344,0.0017327346390004948,0.37675495561809097,0.013825808797134222,0.004895972038084829,0.002444938107694088
218,0.7436423141012574,0.16351864512054515,0.0720939007616995,0.03344546906113085,0.01579743871450993,0.5430660430683119,0.008089689209099074,0.010972200832380364,0.011832803147447385
400,0.7183843742358806,0.12450572985887311,0.086325958808214,-0.02607876402669453,0.008092662058470385,0.6226543737797814,0.0006393327741948737,0.012748212463909173,0.010419760198391007
54,0.8060060513810444,0.03385856371829503,0.03229803386004779,0.1686321983157158,0.0068477759990155165,0.5220427967237967,-0.00978199629477535,-0.024865179564353877,0.04466692786353627
440,0.31974500365246905,0.08734951493858992,0.04434064341802696,0.0848768815949565,0.015866290112894872,0.18069412081256492,0.0010886286567260033,0.0007984905980714777,0.012878023500215986
585,0.66015036865318,0.14952717623221842,0.21267908781358869,0.2817270398429124,0.016065400756010553,0.0911462709126803,0.0013495407042252538,-0.009927861470189751,0.09462952592871773
366,0.61269655586274,0.13672040808898242,0.21399698180491608,0.05398075893626561,0.2791561736982764,0.08165520139169903,0.0929268762807942,0.0180902149063168,0.01679143086670755
229,0.2901997911076135,0.09817028989515109,0.010011052716278765,0.08066009177547677,0.008560140435203048,0.20287754125993218,-0.019675531584033398,-0.008193745239302346,0.002053322745794581
539,0.31205416896569405,0.05988590765665562,0.012120570075363806,0.0658027261629797,0.03011649970700601,0.19424002970377394,0.011976100413104939,0.010899903543665735,0.00530048319821745
24,0.5947068369133347,0.2956284242935499,0.23079566546465125,0.12234545555298487,0.011538467732123536,0.0753386946924535,0.00960972670487081,0.010624299760168675,0.10288154277820902
365,0.6817086917111593,0.4266549718412603,0.09848427565199218,0.1370244882985488,0.004997752975494051,0.08577396440733326,0.023587788564578962,0.03483673190263597,0.005798240993481402
506,0.319455705881446,0.08327217456482697,0.09678752457743595,0.04193373906382724,0.013380002920305818,0.1695942850827867,0.019747523263268223,-0.004283255789607603,0.013542964166563478
465,0.3322964314715591,0.13812678886425464,-0.008527322172268285,0.08785998172370653,0.012110240117509165,0.16957964131872957,0.007872448558728679,-0.004962841819076848,0.006388548890112421
18,0.6179261761104606,0.24697654277083336,0.14831785967351788,0.2662195776815237,0.010068517645366254,0.07202213906559102,0.016194493059773222,0.03202091369291779,0.003397317987760944
448,0.6734434666363583,-0.00999544584496962,0.002442419768942388,0.04456085381370215,0.0028154036757143098,0.7736151502544382,0.0072714980400657835,-0.0016407350861972513,0.004382792957078162
399,0.7458538590747918,0.1872808018122688,-0.02692675056797285,-0.024251908534493348,0.00272473746066854,0.6270127559797791,0.035179931442490736,0.0025339833414631135,0.006672834936401739
87,0.3438112838909772,0.11073968328240077,0.011327595780136692,0.11213805105048236,0.01490934678440946,0.15590176989671398,0.015086803834209397,0.004415472759823879,0.0081634038334993
445,0.35086020632953935,0.034124329679609565,0.09066096033097504,0.08455079044814916,0.01227868756656986,0.173207679884016,0.010341200219874698,0.006765864663111555,0.0003081284769688105
595,0.3413533087511801,0.12477899073042113,-0.0025870662689428878,0.10259521679569646,0.010312889155906195,0.1734823599725016,-0.006788962399961847,-0.004042329510959362,0.006286429985679225
525,0.3150828640712878,0.1480442156848843,0.02065067659549626,0.043478459345800864,0.013182496327192754,0.16172892019247995,0.019780329015873684,0.025234458344191846,0.012588590158773724
387,0.7193187758493335,-0.06845991358172883,-0.14446030161640838,0.11063815885377921,-0.014194262553658934,0.8528960012388872,-0.012380844190117308,-0.007482705513448876,-0.011537667917593948
168,0.8452396618446932,-0.009445525242857817,0.08984999646399743,0.1393122310109825,0.08588249725427381,0.4378315501655108,0.022049327303963823,-0.002829178771398363,-0.000574848233334751
51,0.3622486414059958,0.10214039191186577,-0.015731957109789297,0.1503077050070153,0.010850482944624274,0.15882666454130256,-0.007891991668850455,-0.0021816662169721235,0.00468284041957553
215,0.3622143092307098,0.08842254481339241,0.036145882302337576,0.10489890133645983,0.01110468136608179,0.15496121331279047,0.009174719405911799,0.00870614755112374,0.007545173539680116
589,0.7115838405910829,0.0660471588142278,0.11450489855217583,-0.011342739675189565,0.009609268337682091,0.6463725352167465,0.0014871120014400335,0.01425942443950547,0.012140373268653562
594,0.3207582988832846,0.23477773648052105,0.023983979132724997,-0.054565494844976595,0.0050232017136793376,0.17799303445918904,0.006924394054567523,-0.018583314249907407,0.005099920698431993
186,0.7822340753671582,0.05045690319760534,0.08829678872293509,0.11386327939767145,0.043374582128653985,0.4943791879315929,-0.0022358088540234623,0.012454100823579024,0.025976132669062048
552,0.3694586406592926,0.11720251559362703,0.08290855224114958,0.050278809249748646,0.011548730435198858,0.15376150929627713,0.008637160608491498,0.0039996578114452385,-0.02239251649692925
193,0.3433692599728887,0.10468673291926484,0.0018273302262866067,0.10080225714790188,0.010770153271817115,0.1835653038150656,-0.007208794292887781,-0.0036679778395070756,0.006242490039746108
529,0.3519205578853839,0.13705382041234856,-0.004699865473133897,0.10186440265971781,0.009646296091364992,0.16527437506219406,-0.004558969814504929,-0.004224789375715009,0.005746858342073111
30,0.6003096314226016,0.29397281263829006,-0.01768525422088383,0.3761120735787377,0.007882612778231815,0.07015270001055882,0.0006787755858626558,0.0038227666424179127,0.09989005292144124
66,0.662911438913917,-0.05955731604299695,-0.017112848511820853,-0.10101122959917055,0.034435560812376864,0.8820144730366235,0.027760187784072722,0.005492036285388662,-0.0011201590141523968
197,0.3364746319619423,-0.009321630275566583,0.08860111885690507,0.13200723755111954,0.015359062468451302,0.17455603934975342,-0.009135027328278873,0.010165080646588524,0.006688152282940806
339,0.3354502011048338,0.08764838003384785,0.000516635600414151,0.10553435910661384,0.010251444531072193,0.1915542332306499,-0.007916792033337906,-0.0036587551869144063,0.005758833173111021
505,0.3039137605574092,0.015503604652996635,0.1342407515591971,0.02315903163321674,0.015433101326731431,0.1906517149152263,0.012000970101749516,0.02971628495149044,0.010004855776255232
429,0.335080702090437,0.03783317265178867,-0.013582554562495103,0.1876282779095255,-0.0028348152862818603,0.1821756580982684,-0.009396685950860083,-0.0008693574763958109,0.003237683266357961
439,0.33901085766240485,0.1813060520143456,-0.00883611341451685,0.029969574445769455,0.007090090736122136,0.1786017965969553,0.004316686118065669,-0.012153143963590327,0.0027892324424807413
523,0.3413264677547175,0.12053796473409928,0.06826003689256675,0.025621973798305532,0.013756858915177467,0.16107726634271183,0.015156247827153217,0.025876238627978665,0.013254611510659254
583,0.7091038564857324,0.2954196004612342,0.13488443670527203,0.24943458286204184,0.004951889919122795,0.09016259630207112,-0.009687628527175605,0.014725702106786002,0.029364088415289452
479,0.6147283109482966,0.18313318470911225,0.09730923702009443,0.4333449166757115,-0.008184406137175719,0.05739758372597291,-0.0073533725974824875,0.011118743070594045,0.0009712588139697257
596,0.6390247028914948,0.3458207487883372,0.10504021303409411,0.25436017559807117,0.008871456130273387,0.08075337105034024,-0.006763167040990855,-0.007044714171665447,0.003518686432852459
15,0.33453750445066605,0.03514244090067613,0.0011896950003469598,0.1698396894950494,0.010640781319860227,0.18181797376019876,0.0028938287684212582,-0.0013179458198358022,0.005382978004605874
269,0.34219549096984575,0.06580211353308059,0.03839929535352273,0.14182012739932684,0.01410705906615336,0.16789266147001475,-0.01194427516933839,0.00037358383821626645,-0.010144242670323728
568,0.6492088865320171,0.5346113769396232,0.17140818617573708,-0.03639417453135582,-0.0010656148237409826,0.06206847113704023,0.03888794976760658,0.0020987103155789416,-0.0007379830251414175
317,0.3308661974108318,0.09746766106140661,0.0199570234058822,0.13004652444833692,0.01657368510002201,0.1474492360737493,0.016683924243042617,0.008982567986360686,0.010435766741808593
340,0.6454405320933004,0.2896911984296741,0.058278725556584136,0.40111382502487886,-0.003792771387087709,0.05340256367242264,-0.00784649065953589,-0.006670887651867746,0.0012405800604510327
345,0.3450067985567694,0.10436607652300313,0.10051580907209805,0.03633167640508348,0.014405297328055264,0.14374191785677695,0.011928535011284132,0.0024074115398921296,0.008988728336022373
233,0.31413137026765875,0.1625236021947262,0.043250154955011465,-0.042372139013668576,0.006186072403962983,0.19871684879298518,0.005130631394114031,-0.030048952298839544,-0.0001485493465790193
135,0.6459832076621622,0.21313168821031891,0.14514113068351203,0.381924309868515,0.003509160710470404,0.07565961427594954,0.007361625840626301,-0.028744734731498498,-0.005821008852692478
437,0.33732047814542476,0.10362711063745664,0.10378252429840858,-0.028830414216297586,0.012266542952487516,0.1775897394347801,0.0054700311800304985,0.005477223584850983,0.0023932580302547433
377,0.33325406500466287,0.06156252547215953,-0.0017198261423132261,0.1307856036793507,0.008998988123155756,0.18660856574252302,0.004446262468114245,-0.006303119517842,0.0043118044557754805
610,0.3413076207083054,0.07480292242653498,0.008205915532481971,0.11986571389652062,0.024072471560427498,0.1689447974953514,0.012215126250408322,0.00898498172746895,0.008428258516069384
490,0.3366849979152917,0.1056323335175754,0.050839905432744255,0.08895496703879946,0.01677210325406713,0.16284722570253934,-0.004919434926059029,0.0065094961227534585,0.01155945225796385
532,0.7614145248001472,0.15492182204744293,0.0921315063985462,0.017866064039011274,0.01109847727729793,0.5315970752023332,0.025920558492867944,0.0014097974121246475,0.009465468401338528
554,0.7213135560091631,0.173256833909568,-0.03148471457079196,0.020559748698218396,0.0418329952609588,0.6096486929952623,0.00609404670174864,0.020925895380654817,0.005578502227824888
108,0.7048431651276712,0.10665905335039602,-0.0162088647947091,0.1651155011193301,0.01640733694070248,0.5932097225104297,0.011854322701517178,0.00526938750419651,0.010393576360764484
574,0.6331895093749997,0.3956234841243043,0.11279661596374917,0.19894895020989653,0.007505003906081981,0.07488975671822362,-0.002543052013533308,-0.016158740513144483,0.00030409695271448007
251,0.6500714418867991,0.3493540848171293,0.1760947799763747,0.18261189789984766,-4.188637062946476e-05,0.07437439670111329,0.020850295929306435,-0.017078762096529428,0.003925057869587036
104,0.3460732675676438,0.14354492117717257,0.027547814122222816,0.07475871496648695,0.010257672511763362,0.14745663485197652,0.0058230443679722285,-0.005571323179897299,0.007650447963109402
514,0.5776604606629541,-0.03354802836679089,-0.05596648780695526,0.7580309309188701,-0.003747209143001757,0.047940852708127354,0.012550824577833374,0.03894912574957347,-0.008428998506766558
347,0.36912897386677573,0.11053734027112158,-0.007976087327112202,0.12731169322107333,0.01081087364210423,0.15051863113907626,0.009513421529313228,0.005867316260921047,0.005516575532020034
450,0.6764273775191476,0.10901442539954602,-0.07020434180450837,-0.07941745719909621,-0.005610330857846263,0.8246046954077506,-0.008195179035947612,0.01665731006889098,0.002115155473033604
358,0.707315749110969,-0.042658572697890314,-0.033039064232163476,-0.07219480465916145,0.14001481309560032,0.7934593534387756,-0.01728308032894302,0.001897931189560195,0.002531084801568478
227,0.32214254532073494,0.09127034234146271,0.04648357050585458,0.06097870808501538,0.01262095165358467,0.17603145682678853,0.01579435609405125,0.015810183824412377,0.00782070959808462
25,0.334639827736866,0.1630895682821837,0.00043084700296592085,0.03116596849245084,0.007623251823475308,0.18029753000793475,0.014811105894021431,-0.005145597604861552,0.005298884133534126
136,0.6326571517353777,0.471288436924731,0.09626166519567739,0.14628015677967604,0.007402167491919091,0.06068925188635427,-0.001819205848943808,0.011203886210285964,0.0036501296438876765
49,0.3446239914684166,0.07778659699575682,0.04114675533521711,0.10550241797768888,0.011936601257922732,0.1708337836111355,-0.002080374593356006,-0.0033357822162396683,0.008708654414234452
296,0.3247209854840886,0.19863739634825067,0.007465851277623265,0.00027266949980294595,0.00822271869229984,0.17678877959864947,0.014780193998376849,0.0072197334003238816,-0.009112908219014589
241,0.5787131133144509,0.379201030190461,-0.00725176454718451,0.23418536673107476,0.0965296200884178,0.06374055645073064,-0.009780272220858784,0.011062650985568485,0.05233389077856998
174,0.618674105647541,0.4286057851345882,0.09362732239124583,0.1837638715286902,0.004164550633777062,0.06265804816704869,-0.004305172005781995,0.011905864695017419,0.0029286335400068807
46,0.35980264948228535,0.13097271710452266,0.0017297754287102912,0.09605705471067744,0.006985314468373217,0.16405103084965236,0.007181351897292851,0.00464210001394831,-0.005503652737812176
404,0.623824920867792,0.06042123434790289,0.11046578729998568,0.454576961455633,0.00974554787282104,0.07834772619473505,0.05526754331230357,0.02555112385125418,0.0025559844961916323
203,0.3365592185138867,0.03797642025237902,0.10307101369503693,0.04234087805160985,0.012370193760887414,0.1839269631457503,0.011139848560974178,0.01591447322399666,0.002044630888614231
303,0.3258450997066091,-0.02538869415291062,0.08292963280493293,0.15761392175136105,0.013269882390259866,0.17100384865521717,0.016344724246148922,-0.003977437772981122,-0.004602533227736209
548,0.7590775725608049,0.138803947889785,0.07697750328195785,0.03385954695495029,0.012607966401791935,0.536687871355494,0.01901455659810043,0.015590305940128536,0.00957945340041109
83,0.6175842909867464,0.12594237641359507,0.055101029320570115,0.5348458854191965,0.014086784807220913,0.06279854518825825,0.012538597470825922,0.05016892651002689,0.013553614501730687
118,0.6017503547153853,-0.004236741725785046,0.28420874872518764,0.4012607196216987,0.008840759543985516,0.06936819812439989,0.009817261691051543,0.034294524812306514,0.0049569719348122685
462,0.3447134455307604,0.14224936433228175,-0.0036326731250519496,0.07010659154479006,0.011946608486898998,0.16964876389967207,0.0071130238633727505,-0.0015914952755277092,0.00573043942809223
166,0.6223551581198449,0.4590504815803392,0.11656119471171748,0.13032767952597615,0.008487054337286066,0.06756702144757339,0.000562755729948991,0.018154667559945326,0.005004753868803996
564,0.777217232408431,-0.01924029590101276,0.036657276262782326,0.18289698046847433,0.006727726311974767,0.6018903234982343,-0.002667108298232308,-0.037436147748128736,-0.0023888909846038367
189,0.32826967616626485,0.1863292083898383,0.0062497722743765005,0.026506359096470235,0.022576975192539143,0.1594854886911736,0.019512011793888333,-0.0005347743554934986,0.00891713331889153
557,0.3034324646161052,0.16179876846660068,0.02982320133216154,-0.010530651665739323,0.011777124655798239,0.1769636654465012,0.01762050959685624,0.03168376990508184,0.01244461978094663
509,0.35233379418739225,0.13896776520002377,0.0066233209331698,0.10443163535314236,0.007294390061947489,0.16638552315873062,-0.014545569163332692,0.005923171402185617,-0.0112866994186716
92,0.36094147681012256,0.11664259237160787,0.05686842500345988,0.0567968783345201,0.011918825114276131,0.1547241338193947,0.011480221612907005,0.007118028089267928,0.00679148403090502
261,0.32829082480858823,0.08616505094913536,0.08955476030494462,0.043075842042629674,0.015476875440250556,0.17173668730114766,-0.0034682740374564493,0.0008911668374241299,0.007420494090067851
138,0.7514813977353721,-0.06678317188574322,0.045514774815873425,0.16435843147000212,0.012693722735758752,0.5796509270391252,0.05618714923293341,0.03392259393665963,0.004557869752065718
56,0.3426891294205643,0.06564157242419023,0.05292542290030982,0.12023820726668567,0.015532487617745963,0.15276232846137058,0.014966773900320555,0.006454318608663978,0.008885706618481582
464,0.7380816405312344,0.09956997679753339,0.07884044496093094,0.040189482599407064,0.01528087497794377,0.563978450338363,0.030205270371963477,0.022904668696221993,0.010238732813403656
88,0.32590041317566026,0.1744223475715855,0.010432942605452234,0.021367062841150038,0.007946945596071776,0.18677905444468332,-0.010923682576133796,-0.011885711118437519,0.0041653611714468795
401,0.6708659389634208,0.15857741052190838,0.13040163081194886,0.33901793199789665,0.0684948710169592,0.08680686688265812,0.046783908904061644,0.011813659709433277,0.010170705779894679
528,0.35178495411145644,0.05619487337379238,0.07576804854525586,0.1215287252706339,0.013754446020632997,0.16191898426824344,-0.009798815068989638,0.0017785814225374616,-0.008546826058273544
139,0.6367665249524969,0.2611428930860679,0.03586727302973692,0.4248301282546194,0.0028413484061394867,0.0681957341747677,-0.00043323807498080587,-0.008750899069415228,0.0013902807336022877
291,0.7064178028192104,0.13343161805690595,0.06920615126095381,-0.010502187844062295,0.01491403928675389,0.6202099357090204,0.014238552600694527,0.006485717372473375,0.011045302450631359
288,0.34884645545296666,0.07350141000632494,-0.0024544250762720886,0.15862245551560059,0.010307365139926259,0.1686284891440889,-0.004578204587330619,-0.002551522541349014,0.006566293489367332
23,0.7217335444064963,0.09612372648983579,-0.06735617207061743,-0.03298853096629032,-0.0032951982367640975,0.7822967721980123,-0.013846567102352892,-0.009938294238497167,0.0012218317795394274
164,0.352850846199694,0.13213443327010488,0.002981241263086791,0.09528996325266577,0.022438982776936865,0.15266029129736153,0.01764164876165717,0.0025683217505364196,0.008375433884567664
578,0.32531594077161274,-0.010364348092106034,0.09485547311003784,0.13262518829080686,0.01368070477650924,0.17384921127808792,0.016834019320794907,-0.003495135314132857,-0.005975871212579383
559,0.3487593586726467,0.053938957033876744,0.03658670323610947,0.09782594570717122,0.009964194383235892,0.18494949879067046,0.008861358977424478,-0.005866932391334562,0.006275489655428816
128,0.7108434092344025,0.11378132836733776,0.030082114736931797,0.09067819194606565,0.017675305216673994,0.5458846494824627,-0.001539648236923264,-0.0011880639543702068,0.0692737061941314
346,0.7430622913259609,0.18946959233271837,-0.10958949016505248,0.009616694770322527,-0.0010574555491627733,0.6739142632047221,0.000583411695027671,0.008670693747402588,-0.004643624110716396
240,0.38695831351081844,0.14466713197943917,-0.011556074092726083,0.08969460518995138,0.007271999017624769,0.14717772523740333,0.00463731457772675,0.003497274016115337,0.006119260753676405
319,0.6027716496643896,0.2651487488722261,0.09488841045626031,0.3067888435988619,0.009125309624072538,0.07107884224917606,-0.013049651394869051,-0.011897667889450955,0.059056560001452395
410,0.659399672659051,0.08114017586129563,0.0795642844470737,0.4753423872149951,0.005521340462588217,0.07868592310775911,0.034719618192416625,-0.006997484103115013,0.048788894370106785
262,0.6323974219841172,0.30998582295589217,0.15371484510849923,0.1433151827075504,0.04997694788352426,0.08074800919833135,0.04144926422857525,-0.0006667945466915154,0.04139418905462632
98,0.34748564561337414,0.06638870520338783,0.0004433435053411672,0.16119470118274487,0.01007341859049564,0.16152224418622207,0.011276370495506232,-0.0011406504636942098,0.006872398867323668
482,0.32592947338160966,0.05196529940841967,0.15258642128149946,-0.005387336208368943,0.017740463057828077,0.16921779188747277,0.010562176661595953,0.007859874736872864,0.009171645062964294
