Index,Cluster
6645,1
1963,0
7103,0
4074,1
3785,0
5979,1
5041,0
5901,0
4582,1
6966,1
3285,0
2663,0
4679,0
334,1
1295,1
4149,1
2280,0
2727,0
3172,0
3388,1
2880,0
6264,1
5960,1
2258,1
7068,1
6000,0
2648,1
5537,1
816,0
6234,0
1373,1
657,1
2627,0
6350,0
3684,0
48,0
2370,1
1691,0
411,1
3535,1
6533,0
1315,0
1330,1
4575,1
5302,1
5011,1
6209,0
7233,0
4510,1
1770,1
1371,0
6347,0
5111,0
2684,1
6990,0
6464,0
5850,0
3939,1
416,1
1656,1
1044,0
3379,1
6726,1
3442,1
5294,0
73,1
5639,1
4458,0
1362,1
6123,0
366,1
3350,1
5903,0
5201,1
5666,0
1688,1
5696,1
4979,1
3133,0
6853,0
2346,0
3524,0
3066,1
5329,1
5078,0
2480,1
6900,0
1489,0
2566,1
5345,1
679,0
2984,1
4712,0
6392,1
2846,0
794,0
3437,0
1378,1
6107,0
829,1
6901,0
102,0
5865,0
789,0
2754,0
3194,1
5692,1
5519,0
7169,0
6017,1
2792,0
3007,0
4456,1
3499,1
5328,1
1092,1
6309,0
3782,0
4253,0
942,0
1507,0
4141,1
2406,0
2918,0
4586,1
3518,0
473,0
4813,0
1310,1
888,0
6635,1
5438,0
3149,0
5354,0
7053,0
5447,1
6856,1
4386,1
6097,0
3834,1
1511,0
5509,1
2521,1
6597,1
2351,1
3896,0
6266,1
4325,0
852,1
178,1
5451,1
1599,1
3575,1
4129,0
292,1
1321,0
2860,0
208,0
5620,0
3336,0
3653,1
1128,0
209,0
4508,0
4301,0
6150,1
2858,1
7137,1
6851,1
3381,0
5828,1
3707,1
2707,1
6470,1
2716,0
6423,0
210,0
3106,0
3857,0
2807,0
2884,1
4782,1
6486,0
2638,1
122,1
5394,0
5570,0
5218,0
3429,1
5711,1
912,0
4176,0
6761,0
4879,0
1907,1
2004,1
1469,1
4880,0
4319,0
2069,1
981,1
4013,0
2776,1
5650,1
450,1
4322,1
2617,1
1860,0
183,0
6306,1
834,1
1102,1
6498,0
5327,0
6621,0
4742,0
3734,0
7115,0
802,0
695,0
6805,0
1424,1
433,0
1349,0
2236,1
410,1
637,1
4561,1
5521,0
101,0
3527,1
3885,1
2302,1
2481,0
3668,1
2582,0
380,1
5744,0
4084,1
1973,0
5994,1
4060,1
2691,0
1180,0
4776,1
2795,1
6284,1
3764,0
4907,0
4787,1
2600,0
4401,0
5284,1
5936,0
5612,1
5202,0
2417,1
4993,0
7417,0
705,0
4553,0
6146,0
5095,0
6826,0
6727,1
3349,0
7403,1
131,0
5574,0
6841,0
6999,1
6957,1
982,1
2045,0
6753,1
4280,0
4098,0
330,1
4793,0
1566,1
212,1
1892,0
2231,0
4537,1
2437,0
4461,1
2244,1
5879,0
1795,1
6424,1
5167,0
6868,1
7237,1
432,0
1119,0
1807,0
6837,0
7029,0
2829,1
5634,0
381,0
6762,0
1553,0
413,0
6733,1
1238,1
428,0
1228,0
1109,1
4288,0
272,1
3459,1
1813,1
75,0
5166,0
1038,0
5701,1
4424,0
3323,0
296,0
2018,0
2438,0
3347,0
6854,0
1988,1
2879,1
2389,1
1448,1
604,1
5807,0
6089,1
765,1
5888,1
3968,0
5660,0
4381,1
6478,1
3023,1
5482,1
5008,1
4043,0
516,0
2750,0
2181,1
1242,0
5638,1
6513,0
3879,1
2531,1
607,1
3538,0
7045,0
1427,1
6932,1
4714,0
2415,0
2942,0
251,1
2775,1
535,1
1563,1
1862,0
4235,0
4295,1
3984,1
1675,0
6985,0
4516,0
5027,0
7359,1
693,0
6699,1
3481,1
1924,1
4559,0
2470,1
2770,0
1251,1
5082,1
4913,1
383,1
7289,1
2453,0
3573,0
3220,0
353,0
7134,0
3951,1
333,1
5631,1
4063,1
1731,0
3872,1
2341,1
4168,1
4634,1
5930,1
4755,1
3571,0
3558,0
5026,1
6142,0
1010,1
50,0
3574,1
7034,1
6315,0
6620,1
643,0
7087,0
5065,0
843,1
447,1
3058,1
4935,1
2780,1
3017,1
4960,1
592,1
1029,0
4119,0
7140,1
4475,0
7409,0
787,0
5018,0
2344,0
5525,1
2187,1
4397,1
3244,1
6012,0
2272,0
756,1
6637,1
2185,1
7424,0
6393,1
6590,1
1729,0
4694,1
5687,0
4701,0
1049,0
6889,0
3660,1
1621,0
5153,0
5471,1
4047,0
5220,1
135,1
4194,1
279,1
3096,1
5120,0
700,1
4614,1
2500,1
1550,0
5918,1
6754,0
3692,0
2145,0
4590,1
807,1
6119,1
2118,0
6846,0
1339,0
107,1
1502,0
2905,1
2228,0
636,1
1375,0
3915,0
3881,1
2155,0
2833,1
1732,0
4984,0
1450,1
1741,1
6553,0
6088,0
487,1
4172,0
6364,0
5944,0
1825,0
1926,0
7114,1
2314,0
1305,1
332,1
1739,1
3877,0
5566,0
1456,0
6649,1
4619,1
1226,0
7121,0
1411,0
1776,0
3717,1
1417,1
2706,1
570,0
3413,0
1151,1
4266,0
5551,0
99,0
1099,1
2110,0
263,1
6333,0
1684,0
2298,0
1027,1
3213,0
3370,0
422,1
6864,1
3109,0
2329,1
4781,0
2092,0
1345,0
6475,1
5206,1
5825,1
1956,1
1414,0
6924,1
1006,1
3487,0
817,0
494,0
3765,0
5819,1
1966,1
1172,0
4534,1
3639,1
2473,0
5322,0
3467,0
6501,0
6258,0
5075,0
6866,1
2784,1
1805,1
4991,1
4587,1
710,1
4750,1
1086,1
4022,0
5381,1
7147,1
3142,0
3199,1
674,1
2803,0
1905,1
4379,1
3551,1
1595,0
2235,0
1359,1
2422,0
1473,1
2029,0
1183,0
5665,0
7110,0
149,1
3504,0
1922,1
2414,1
582,1
468,1
6403,0
5752,0
696,0
5487,1
5802,1
4690,0
7420,1
5477,0
1259,1
4332,0
896,1
2893,0
6268,0
179,0
6201,1
5448,0
1858,1
3047,1
3903,1
6341,1
4740,1
6664,1
4241,0
911,0
5993,1
4603,1
4391,0
7262,1
47,1
6721,0
4071,0
6536,0
5180,0
4075,1
4914,0
4761,1
3509,0
7404,0
4035,0
7023,0
3184,1
4747,0
2952,0
5187,0
5469,1
6445,1
7113,1
2925,0
221,0
6551,0
2640,1
3402,1
7022,0
3614,0
5857,0
4472,0
777,1
1479,0
3438,0
3886,1
4881,1
6675,0
4915,1
7148,0
288,1
1832,0
2732,0
3469,1
6454,0
2796,0
4267,1
2008,1
5140,1
5119,0
1452,0
2091,0
547,1
5704,1
5609,0
4883,1
564,0
5767,1
2114,1
6147,0
121,0
6322,0
5758,0
5766,0
5683,1
5738,1
2462,0
2348,0
2513,0
2548,1
2970,1
1498,1
3010,1
6987,0
7116,0
857,0
5080,1
1561,0
3341,1
1883,0
2487,0
3024,1
5391,0
2903,1
45,0
4919,0
6388,0
5498,0
531,1
6772,1
6273,0
5594,1
3333,1
426,0
4764,1
7020,0
1871,0
1912,1
429,1
5344,0
7311,0
5905,0
1046,1
6767,1
877,1
4294,0
1496,1
6576,0
2222,1
7347,1
5723,0
7324,0
5579,1
2650,1
1859,0
7079,0
2306,1
7273,0
1175,0
719,1
6219,0
3520,1
5199,1
4800,0
1702,1
2836,1
110,0
1106,1
6329,1
6601,0
5835,0
2384,1
5816,1
3187,0
3624,0
4046,1
5086,1
4246,0
4258,0
2119,1
1064,0
245,1
2877,1
4664,0
7228,0
3761,0
3148,0
1851,0
6144,1
977,1
5593,0
491,1
2251,0
7111,0
6252,0
5101,0
2178,0
4416,0
5266,0
3758,0
6911,0
4988,0
945,0
174,0
3414,1
322,0
5252,1
6152,0
195,1
3844,0
6185,0
3422,0
4706,0
199,0
1506,0
812,0
6100,0
501,0
5160,1
3014,0
4556,1
3091,0
1297,1
2941,0
1174,0
3077,0
70,1
2542,1
6943,0
1195,1
2087,1
6623,0
1158,1
2642,1
4148,0
779,1
7158,0
2628,1
6963,0
4190,0
5626,0
4920,1
6429,1
1850,0
4938,0
4996,1
5087,1
2937,0
4645,1
1173,1
4829,0
2224,0
2753,0
4949,0
3064,1
868,0
2249,0
3513,1
2876,0
6187,0
2239,0
7264,1
6357,0
622,0
4624,1
5241,1
2932,1
4942,1
6077,1
274,1
6778,1
4250,1
1714,0
2778,1
7002,1
3358,1
6477,0
2227,0
3433,0
4222,0
1350,0
4574,1
5846,1
3686,0
5676,1
3396,0
5330,1
4886,0
5272,0
2788,1
326,0
4532,1
2677,0
2342,0
5617,0
5597,1
6808,1
1520,0
2016,0
5259,0
408,0
6899,0
5337,0
573,1
5100,0
4550,1
801,0
4482,1
5006,1
425,0
2245,1
2973,0
3045,1
3578,0
7185,0
4340,0
907,1
2431,1
6549,1
1557,0
2313,0
746,0
4842,0
4015,0
4789,0
5107,0
1512,1
2005,0
4166,0
5409,1
7229,1
5735,1
6978,0
5563,0
6710,0
3755,1
5058,1
1233,1
2673,1
2015,1
4102,0
3441,0
6008,1
5858,0
3855,0
2589,1
5607,0
2845,0
805,1
2127,1
3470,0
3838,0
6404,1
5831,0
518,1
4467,0
4794,1
6815,0
4519,1
3026,0
350,1
3231,0
5781,0
4667,1
5943,1
2098,1
5680,0
4511,1
471,0
5407,0
5340,0
6342,0
3859,1
3312,1
5769,1
5061,0
6391,1
4393,0
2311,0
4050,1
6625,1
4663,0
1087,0
5096,0
5719,1
4606,1
5251,1
6874,0
1783,1
5422,0
553,0
5366,0
739,0
3482,1
3960,0
1298,0
949,1
7313,0
1022,0
1423,0
7142,1
3625,1
5493,0
7246,1
3240,0
1397,0
7024,1
451,1
893,1
3781,1
7080,0
3563,1
904,1
4010,1
1543,0
712,1
3050,0
6067,0
5817,1
3409,0
652,0
6025,1
2225,1
5818,1
5410,0
1548,1
5306,0
3611,0
2229,1
5039,0
4669,0
6983,1
6961,0
396,1
497,1
831,0
4315,1
6784,1
1839,0
5862,0
4210,1
4647,0
1383,0
3869,0
6339,1
7392,1
763,1
2031,0
256,1
4890,0
4963,0
3550,1
724,0
5662,1
2142,1
2835,0
7129,0
5661,1
1420,0
4640,1
3317,0
3101,0
90,1
5004,1
3150,1
3235,0
5810,1
5360,1
5969,1
7422,1
4195,1
2543,0
6405,0
586,0
2099,1
3258,0
1746,1
5860,1
6608,1
758,1
4224,0
1737,1
5484,1
4796,1
7227,0
837,0
3802,0
842,1
6305,0
2101,0
647,1
2291,0
5382,0
181,0
3822,1
6192,0
2499,1
3071,0
1328,1
6060,1
1164,1
5044,0
3492,1
457,1
5840,0
3238,0
1372,1
4204,1
6945,0
3882,0
2586,0
2907,1
2574,0
1047,0
2917,1
3731,1
776,0
7013,0
2215,0
57,1
6809,0
6555,0
3606,1
4457,0
2579,0
3971,1
1615,0
3027,0
2364,1
4982,1
503,1
6687,1
2515,1
7107,0
4086,1
5452,1
1822,1
4650,0
5833,1
7242,1
29,0
6212,1
3689,0
5014,0
4483,1
3715,0
2794,0
642,1
3105,0
527,1
2968,1
4051,0
2338,1
3836,0
5686,0
2758,0
1945,0
5812,1
7132,0
6208,0
6885,0
3053,1
1253,1
3204,0
4623,0
3355,0
6598,0
1606,0
3997,1
2751,1
3626,1
5515,1
7232,0
1317,0
1161,1
1461,1
4925,1
3100,0
2587,0
3002,0
6527,1
5972,0
6962,1
5165,0
4025,0
2369,1
2764,0
6869,1
6282,0
314,1
6193,0
3055,1
3025,0
7418,1
2350,1
219,1
6451,0
1870,1
5880,0
4140,0
7106,0
6156,0
2850,1
3378,0
6827,0
2206,1
6112,0
346,1
6246,0
4786,1
3494,0
4236,1
947,1
7393,1
6459,1
3875,1
859,0
1379,0
2197,1
2954,0
31,1
5312,0
6355,1
490,1
5635,1
5913,0
2218,0
6371,1
7369,0
6606,0
1632,0
897,1
3038,1
4237,0
4446,1
5303,0
6476,0
3742,1
6937,1
1093,0
2301,1
5079,1
3125,1
233,1
3799,0
4038,0
7364,1
6248,0
220,1
6198,0
6927,0
1405,1
5678,1
435,0
3964,0
6989,1
1919,0
5841,1
4447,0
4003,1
4810,0
1683,0
1088,0
7189,0
434,1
2554,0
3567,1
3269,0
1293,0
4154,0
5094,1
952,1
2561,1
1188,1
438,1
2339,0
6162,1
2380,0
7312,1
3954,0
4094,1
1104,1
6888,0
4411,1
7216,1
5965,0
92,0
2991,1
4335,0
6878,1
2308,1
1115,1
3206,0
1419,0
5388,0
3786,1
1030,1
3377,1
76,1
4370,1
6538,0
2260,0
5916,0
5400,0
4838,0
2886,1
1897,0
2217,0
4959,1
5156,0
378,0
5444,0
596,1
6666,0
549,0
4672,1
864,1
4758,1
6243,1
3849,1
3552,1
1972,1
2943,0
5610,0
4941,0
3590,1
957,1
4830,0
1406,1
5584,0
6289,0
6434,0
3352,0
5255,1
2857,1
6179,0
1558,0
1643,0
6091,0
6283,1
6122,1
7361,0
5114,1
1472,1
5814,1
5939,0
3418,1
278,0
1068,1
2121,1
6483,1
5863,1
7064,1
7028,1
1815,0
2518,0
532,0
3119,0
1630,0
3221,1
4118,1
4974,0
6358,0
2715,0
6318,0
3992,0
2598,0
2843,1
1541,1
6099,0
3753,1
1893,1
601,0
3985,0
259,1
6520,0
7058,0
6163,0
15,1
5246,1
4717,1
683,1
5904,0
1620,1
6971,0
65,1
7380,0
5035,1
3121,0
865,1
7191,1
3721,0
1532,1
5974,1
6871,0
1891,0
931,1
6094,0
1121,1
1162,1
5887,1
86,1
3443,0
5076,1
5412,0
6412,0
3620,1
2107,1
718,1
3165,0
5771,0
5516,1
347,0
5102,0
5889,1
2985,0
5576,1
3861,1
1676,0
6506,1
3688,0
2728,1
6680,0
3337,0
4365,0
4965,0
5703,1
4708,1
2173,0
1961,1
257,1
3980,0
5060,1
3318,0
7030,0
3942,1
452,0
3589,0
4333,0
4270,1
3458,1
1837,0
1844,0
2441,1
5646,0
449,1
2153,1
4825,0
3780,0
6128,0
4239,0
265,0
4836,0
1039,1
1471,1
1263,1
1916,1
1464,1
2588,1
4970,0
6804,1
6450,0
4607,0
2467,0
2112,1
4438,1
3893,0
3891,1
1055,1
759,1
24,0
4950,0
2028,0
1609,1
2451,0
254,0
848,0
3908,1
486,1
437,1
786,1
3914,0
3966,1
1662,1
6570,1
5724,0
6416,0
1309,0
4378,1
228,1
6980,0
958,1
6136,0
3035,0
926,0
112,1
4713,1
5935,1
6847,1
3305,0
5049,0
2741,0
7074,1
2034,1
4392,1
5130,1
100,0
1005,1
2337,1
4162,0
3779,1
1235,1
4320,1
5273,0
5071,0
3647,1
6230,1
2199,1
509,0
3555,1
1416,1
6881,1
1544,1
994,0
1583,0
3080,0
5707,1
2629,0
5792,1
1437,1
2804,1
7048,1
7267,1
4520,1
6161,1
2977,1
3326,1
5397,1
4355,1
5141,1
3909,0
175,0
2525,1
1346,1
4536,0
2505,1
757,0
7008,1
1144,0
2423,1
4989,1
2080,1
4671,1
324,0
1210,1
463,0
5062,1
2321,0
598,0
3931,1
6790,0
1755,0
4385,1
6925,0
5492,0
3315,1
6714,1
5500,1
4651,1
268,1
6647,1
7250,0
856,0
205,0
7284,0
5933,1
1962,0
3159,0
6232,0
6045,1
2131,0
3127,1
7414,1
7001,0
3126,1
2254,1
655,0
2209,0
3973,1
240,1
63,0
5824,0
2086,1
1564,1
4705,1
2966,1
3332,0
2894,0
1736,0
7174,1
5808,0
7084,1
4304,0
7338,0
3139,0
7303,0
745,0
3608,0
5385,1
2167,0
5668,1
6510,1
1272,1
7145,0
3426,1
551,1
5194,1
1057,1
6633,1
3169,0
6430,0
5787,1
5212,1
4894,1
6250,1
7050,1
2357,0
1881,1
4928,1
7146,1
5257,1
6660,0
2802,0
4091,0
6053,1
2763,0
1509,1
169,0
1941,0
4316,1
2077,0
3282,0
602,0
6280,0
6262,0
252,1
6194,0
5238,0
1756,0
1565,1
2405,0
5559,0
1654,1
5304,1
4696,0
5103,1
371,0
2495,1
1879,1
2874,0
6840,1
3801,0
650,0
3722,0
6480,0
883,0
2163,1
3979,0
6858,0
3819,0
1572,1
5655,0
2623,0
1902,0
3277,1
1505,0
37,1
2580,1
1552,1
5963,0
4812,0
1788,1
2164,0
2864,0
6348,1
2890,1
7368,0
3154,0
3006,1
1752,0
4994,0
4927,1
293,1
5285,1
7167,0
1142,1
6345,1
6768,1
3945,1
4423,1
1769,0
1872,1
3209,1
4058,1
4738,1
3410,1
5790,1
3934,0
4685,1
1400,0
6704,1
2252,1
1877,1
2115,0
4649,1
6055,0
1940,0
3671,0
1612,1
887,0
1530,0
2019,0
5488,0
2358,1
4563,1
7004,1
4317,0
7288,1
889,0
7157,1
3927,1
1869,1
2486,1
1278,0
2873,0
1244,0
730,1
6836,0
19,1
4076,1
4368,0
5876,1
6226,1
4189,1
6591,1
3308,1
1354,1
3607,0
1351,0
1657,1
3961,1
6073,1
4827,0
6820,1
4952,0
6171,0
1915,0
6336,0
6057,1
1978,0
6773,1
2908,0
113,1
6973,0
2655,1
2478,0
1677,1
1476,1
2420,1
3008,0
2678,0
4174,0
7026,1
7193,0
6618,1
6593,0
5338,1
1618,0
2345,1
1534,1
4578,1
548,0
3910,1
2549,0
6703,0
680,0
6204,0
5148,0
3383,0
5548,0
2240,1
83,1
2742,1
5586,1
2718,1
5464,0
5693,0
6991,0
2929,0
4078,0
4414,1
4359,0
5838,1
742,1
1071,0
1791,1
6537,0
5852,0
217,0
2458,1
6764,0
5296,0
289,0
1271,1
6731,0
4857,1
166,0
4888,0
1710,1
3936,1
1385,0
1617,1
6253,1
5152,1
6009,0
5460,0
6411,1
5030,1
3813,0
3182,0
2471,1
2463,0
2949,1
3299,1
5716,0
4275,0
940,1
2287,1
5717,1
1559,1
6725,0
1413,1
5458,0
4505,1
7138,0
6859,1
1053,0
3821,0
2951,0
3800,1
5137,0
