,Benchmark,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Married_yes
440,0.3134212199976272,0.10661445597533094,0.030262550254438733,0.08939055552531709,0.023084552442350623,0.18231853469043013,0.007088399934953983
585,0.6951291760488285,0.14731787616661185,0.24059843855939175,0.29726892785602765,0.03053295659723272,0.09808861781898277,0.0051101364286641315
366,0.6018269393520312,0.14911167740799638,0.24514733042507703,0.0507246407853364,0.2907987003562077,0.09039250707409135,0.08026797635630702
229,0.2834792134524027,0.09303184365838202,0.022879746495208513,0.05890010899241142,0.01200110101150603,0.19950778284437953,-0.013665062186823182
539,0.3008695357979478,0.07538516503749218,0.015107107555082478,0.06509591936980601,0.037965347031972616,0.19511024646261851,0.008596671464483046
24,0.6140276307490681,0.2500787456733977,0.31544090101513445,0.13562392107928004,-0.0016171967447420933,0.06575929812112415,0.0008129703321580827
365,0.6772325031592443,0.42479714694555826,0.0940240433429625,0.16020790873666216,0.006515030638156586,0.08064608158169372,0.012906126085808352
506,0.32086320620002784,0.011010913016395183,0.09673851799886699,0.09528234460685782,0.013954493484310018,0.17875832730246488,0.019914377624435792
465,0.3177203171602954,0.10642244672508713,0.005149790649902422,0.08313206359189784,0.015375015035173899,0.18710480171377478,0.010547623871353965
18,0.6209469296116074,0.26047410271090066,0.14916735374891554,0.2593297999834694,0.010168447704809272,0.06512481378223174,0.012160877032772367
448,0.683308485291285,-0.009712466158259513,-0.00044864874944325605,0.038978982338794,0.002261222959365786,0.7733282650518054,0.013769514647787124
399,0.7436190134582382,0.18806020721997474,-0.029183427945735193,-0.010976365714562494,0.01040425634853925,0.6303799842021481,0.03690564865604025
87,0.33180275287480154,0.10943814983029569,0.03456432769757891,0.1040392288686089,0.020705584752351413,0.16290089317332565,0.01777365864409945
445,0.3606658503492412,0.01695156221336572,0.11004441171984237,0.08148703497635004,0.011735847785579316,0.17303560413176672,0.005376296804748302
595,0.3413195452542341,0.1445114811611791,0.005590115456696255,0.07875463150552639,0.013437384296357222,0.1720628535785731,-0.00025804222212816265
525,0.3232311495264065,0.10842474131101344,0.03185684145770288,0.09943068348052674,0.017127129367004088,0.1683903065629964,0.019503686389455027
387,0.7195692690663723,-0.07171529327492623,-0.1803418502973775,0.09894073840006892,-0.02464442233685907,0.8672480281243431,-0.017850863002183276
168,0.8691416253861844,0.02504858713042882,0.08497918930342271,0.12962548725722786,0.11385294306389646,0.4084091139696422,0.015034850525172744
51,0.36653109480457824,0.12448946765068938,-0.004934993451719865,0.12383231715716594,0.015495875994589405,0.15668238304314622,0.0013072369751716078
215,0.35178620956069173,0.10842386775900982,0.021079880787029985,0.1026846394951674,0.013646885585518433,0.16707326732640018,0.012038894734967696
589,0.7132814015250687,0.08355771020517046,0.1350971734209035,0.020298467521000216,0.02184259248059872,0.6166996012571088,0.015812005225184902
594,0.3047472937165189,0.2214533242685515,0.03326866948622369,-0.047680803425936655,0.010856092722841439,0.17869565414597874,0.012209241575430829
186,0.76159035334021,0.059517370077618294,0.10617163650560366,0.11018399945033391,0.039557492153151186,0.5356285744236071,0.01096515233067041
552,0.37409478664115237,0.09108799726107847,0.1120111468595468,0.04694874164833878,0.016765659427608406,0.14904574943034343,0.010143963050094101
193,0.3428177464115223,0.12533180276942874,0.012049717540319376,0.06440949228485572,0.011986473215215678,0.18623950645655737,-0.0036846003533181865
529,0.3507852984817573,0.13512911686580292,0.0013611536127758402,0.0930069978235114,0.012603259726497647,0.16951771361874307,0.0014901285263782447
30,0.6165152159981914,0.2736054246235495,-0.032701137868681056,0.46240138941805947,-0.0020932153903736525,0.05813729230461189,-0.011722202735292857
66,0.6289431952282931,0.02208471337750806,0.0183699250828362,-0.05655875023602729,0.09262559997903477,0.7753929976071396,0.049882225870981615
197,0.33416552404740313,-0.031837698909471135,0.10864131081181864,0.13343510634151703,0.014571359791207657,0.17560493056269527,-0.005280054892664016
339,0.33056440094400713,0.08511433367805041,0.01162536025620602,0.07540205650940705,0.011223051760644089,0.19975966820479024,-0.006708812191022982
505,0.28305279585959314,0.04262132461394039,0.14885454233602585,0.00477402469598698,0.02077173111800552,0.19553911009913488,0.016811579704564678
429,0.3354405721517439,0.03348269812663408,-0.009917204909093579,0.18221268370630633,-0.01070053326990005,0.18163183042070954,-0.0069155080343265216
439,0.3344739661368571,0.17547485950931915,-0.001543520192826594,0.01698333766749502,0.008583186005428126,0.18126707626176203,0.0035789593576570555
523,0.34719482133357615,0.08515754510384181,0.07590569283761268,0.06802066387264404,0.015343579762353546,0.167486738808623,0.01776753118076678
583,0.7005068015440771,0.32299534514375644,0.15440058121446568,0.23593152897807157,0.013829113573183775,0.09167572976870371,0.003009206062182206
479,0.6067256164180966,0.14239197521531374,0.20456658549352658,0.3674758866048861,-0.00881883505792657,0.05405721228052863,-0.004161131370797921
596,0.6528916283106954,0.26567730182632854,0.2070352056576603,0.20148602115205358,0.013486126818247993,0.07602699477279941,-0.006578174168798404
15,0.32856073579250933,0.02434399604348139,0.011089104320252148,0.16444089815929144,0.013636436559629669,0.18578407088000967,0.004131296210061046
269,0.3488280318904261,0.07544313865218988,0.0030081855182548245,0.1370138977084042,0.01406988214439547,0.1713928601906898,-0.007032278418494572
568,0.6344509559383559,0.5504755902691684,0.17515439611685968,-0.04711832833056858,-0.003776852484617087,0.058405993541091134,0.015586166833649487
317,0.32633242222496994,0.10309095037082283,0.04225348362459561,0.11939757501963795,0.022008462367043746,0.15714977536274263,0.021219073739212453
340,0.6379222270814473,0.20873532684620175,0.1510532391308291,0.40357011464362064,0.0022943507391930016,0.0563224082216029,0.007677887946124742
345,0.34271481282622923,0.0826569100987315,0.1326314258989353,0.040780464958133276,0.01758487061686884,0.1422008983138432,0.010203620772260264
233,0.300653423642817,0.13112618240303406,0.05620760752921186,-0.010579332129175611,0.011727423048468015,0.1979163852821272,0.001579272828433702
135,0.6297441396591587,0.290369000965611,0.11117638392476151,0.3114086941607077,0.006543698263042666,0.07830269853653182,0.005925240243600085
437,0.3453615576808522,0.10039082212666907,0.12727572056280925,-0.02987088817392029,0.01276060408136939,0.16921354533096547,0.003100227661091316
377,0.3284275086891815,0.04926905536102226,0.0003069149368655971,0.12490320791814405,0.0092675636029854,0.19243493885471974,0.0005134301900916286
610,0.3312635319324139,0.07194331974623988,0.0174812539099851,0.1312077587209048,0.028562840643283738,0.17386131656382287,0.01439424712248608
490,0.33533299613539325,0.10896238317081905,0.06501363749070162,0.08467050206393449,0.020393445302541276,0.1642475575821963,-0.0011191041119436983
532,0.7773076292446554,0.166252384628979,0.0959955536203018,0.019430140030385932,0.01660885264320047,0.5263713212541252,0.026246075735614764
554,0.708783470732371,0.18838366924767688,-0.02423287434895189,0.04183600136274088,0.0813918304072702,0.596340799851093,0.020229750896566725
108,0.6959759690846758,0.0900111260286914,0.012087746450858848,0.18844291539245642,0.028410065637353613,0.5942811280177024,0.024374238581835368
574,0.6345098011431212,0.3895305716322723,0.1267336185480625,0.16946238585867118,0.014333690649700956,0.07605735490469222,0.0022998650362154958
251,0.6490379139177922,0.32737507030413737,0.18616960549719547,0.19074308701182685,0.0022039843042863222,0.07455564761449768,0.010444393543241138
104,0.3396731063439108,0.16363121624645455,0.017610791592666635,0.07188265827922331,0.016284680854495106,0.14813697816187205,0.008866914016276256
514,0.5503580590830063,0.0016735366492022408,-0.015623708570956327,0.6975561290760439,-0.003754287124448275,0.04908673497843334,0.022022670186409313
347,0.3714929909664767,0.11429067661306412,-0.0039564766153488955,0.12959984346620043,0.013910589096592697,0.15240369593133093,0.009382171105990721
450,0.6565122573496561,0.03476158665938272,-0.11196804462775613,-0.09275544424487163,-0.010965303522363265,0.9247425667444131,-0.009707875810471481
358,0.7102008045664101,0.009845548446186179,0.021331463764054804,-0.030825369730885885,0.17641742632092836,0.6758819473422851,0.004381363070387402
227,0.30856774041903406,0.12067810986193171,0.049824109464129525,0.05301367461666165,0.016135395856810005,0.17522952578893522,0.018074992087634686
25,0.3252619979142757,0.18323291265084737,0.00963516520548284,0.011423876326538988,0.01137570497326599,0.17900797418586648,0.0118533783279811
136,0.637499037486461,0.3989052125520016,0.10789600716178242,0.2164667786493137,0.018219749734070676,0.06780143591790506,0.00416521354650699
49,0.34239402893313137,0.07114089923443248,0.04895332930827442,0.0943582483804008,0.014869765995577204,0.17771147182089247,0.005528097464212925
296,0.3215972050828719,0.18874355167429682,0.007021317020757535,8.697302135420837e-05,0.01168197314566751,0.18245516998314057,0.01260173521026058
241,0.5515273189851756,0.35278290149626024,0.05163331545911541,0.22106128840856937,0.13496727035829734,0.0657150451525593,0.006309199947318148
174,0.6284510110883768,0.3848615957644823,0.14081604120343205,0.18714957965349538,0.014687743796604709,0.06809066142669876,-0.0006301249784131408
46,0.3606097034195794,0.12196968169780878,-0.0014008834298609078,0.10785454283999812,0.008896442593858139,0.16441081941193839,0.005939653851658778
404,0.6184310023576636,0.04070119851334885,0.12603628466237543,0.4727146367669973,0.010322478441744457,0.07097627247968509,0.03799909637764863
203,0.3515556036033682,0.024425475766659467,0.12244392384104842,0.03444993438280515,0.011423716735307727,0.1842723219415434,0.0030470291840285066
303,0.3250385119453136,-0.02052231102214318,0.08867328953477968,0.1500320946365921,0.013755491618268575,0.16836828717282967,0.014560885566703432
548,0.7742688417552402,0.1608369039771479,0.07396577322455583,0.047993333454286496,0.019103574373209725,0.5259247933881521,0.020154642223337654
83,0.6392483033018074,0.17727028186163327,0.10530212468006153,0.47841132136835857,0.025031867849052914,0.08146460820856677,0.02273673595277987
118,0.6047340576379228,0.005642612572294622,0.2822046075500426,0.40825023669899463,0.004817794691088544,0.06482764650979032,0.0042030660667380735
462,0.344447596539869,0.1384965632448291,-0.0004008721744792937,0.0686352035073783,0.015810031333638477,0.1707688836744555,0.005561342837579093
166,0.6313497531337625,0.36734200636080255,0.1408426341423097,0.20414647417612267,0.017704223859124357,0.07859592222564929,0.0065436982630427245
564,0.8047702961898973,0.02347201475362129,0.05038224199809553,0.21487948846138585,0.014673128599622283,0.5055289626166782,0.0062025846051914435
189,0.31777548005643264,0.20728137093235552,0.01746075483628618,0.018183480526845777,0.027569435624929,0.1587645824387826,0.018597132599146443
557,0.2863414855599868,0.164708721643998,0.04533264944290894,-0.02544614148720222,0.009651661899088624,0.1896168852898548,0.010220394650636259
509,0.3530303792448282,0.12033823093623947,0.007005488090462263,0.11255638190215264,0.010489830846733968,0.1677674345860742,-0.005119552311317787
92,0.34951407063466944,0.12099668335822958,0.06626112854855291,0.051998523193141556,0.016109621872935798,0.16280615477863195,0.013231461210595201
261,0.32228615546275896,0.10100466879947746,0.08380873881265455,0.05330850261763198,0.021956255035523318,0.1697987999747343,0.006467300260654419
138,0.7595660492351076,-0.04766341638125026,0.04745635935779129,0.17637828447153767,0.019767310104913727,0.5819122406138518,0.056924671930825364
56,0.332702496110842,0.06759629818899228,0.04845020535191706,0.11922604384424691,0.018621415664937763,0.1663797384316518,0.017747027907298638
464,0.7367217495893879,0.1091246664543264,0.08626658236889821,0.049019559669313255,0.025601133971295265,0.5729764167837561,0.038270976839448446
88,0.31582894218949087,0.1539619783130636,0.029523252274426974,0.011821678469697984,0.009842612807481933,0.19120325152854817,-0.009300527591812033
401,0.6460999834270361,0.19448031887335981,0.16254177930447777,0.29850045139119846,0.06128559472428361,0.09071767000833922,0.04033804866625413
528,0.35989852859655863,0.05220199361366289,0.08218446545672986,0.10405830002076348,0.015812576393802645,0.16343011449578929,-0.00389090561808172
139,0.643230350380826,0.27000677254788924,0.06318881675365219,0.3776950759217482,0.007757263584909505,0.07225311152504056,0.003202584437200737
291,0.7173928664860516,0.14313255412494622,0.08089097012653733,-0.037148113934028316,0.020855167933653114,0.6313520165948003,0.018336583114777427
288,0.3455007919869669,0.07224666487924486,0.006750562097116049,0.14708878715367846,0.013335741481020095,0.17322392178484156,0.0013519519183537872
23,0.7571293081705035,0.1057292034146476,-0.07654467092960056,0.006100433617775026,-0.005699527845142051,0.7192670629904911,-0.0115170734059188
164,0.3397267793948987,0.14945856154879428,0.016617974542006655,0.08486916794843616,0.03669284214848097,0.15557414793401605,0.02120761676870423
578,0.31140820192935914,0.012210799689821783,0.09503879998817333,0.11803440551762308,0.016071034393086353,0.17400237001378213,0.016657481771321488
559,0.3370014792359804,0.053905609010218535,0.0514981290867954,0.07678125233087178,0.012520200890082342,0.1926420588747173,0.005703022053156274
128,0.6969791811466738,0.1665521347595077,0.013549194753043394,0.09456843843171861,0.03788629477542003,0.5684842722001485,0.012985123745360887
346,0.7351067868766433,0.16986884792601956,-0.142170416388642,0.002452417454375127,-0.007451768170049626,0.7263558199058313,-0.0015450279099865018
240,0.3821006093385732,0.1395626704686338,-0.023484462869672124,0.1000588975639321,0.008426727801867656,0.1554074716918755,0.006978634765891368
319,0.5928906936443854,0.3257359171657672,0.09959658696512573,0.26555389160697934,0.00660520808344707,0.06127938326556599,-0.0011053162695028771
410,0.6485899211600434,0.10625885731334384,0.10267801645906344,0.4628316053802736,0.004073742572288107,0.06680387732776426,0.00988988960990529
262,0.6113674221086517,0.352989143764485,0.1796602235486772,0.09743529751501298,0.07740797969596355,0.08106527314963231,0.023104102368199517
98,0.3399574828359171,0.07189217915610846,0.009906835678820397,0.1505870773436223,0.01429773222540061,0.16733843235717275,0.013239671759474846
482,0.3318800059440776,0.0554456097964153,0.17077218049331488,-0.01102464206206667,0.019645281609647222,0.16669222226254016,0.00850651081826954
443,0.3110099405705553,0.02256316788930349,0.024155774985099143,0.10445120523297956,0.011157123782990889,0.19629890295307628,0.0011654527653632385
537,0.3285410017818842,0.0860160073364929,-0.0017851413171955722,0.101978284505136,0.011666786780067172,0.19440434924743508,-0.004774717657913022
436,0.33099737201615836,-0.02907160488974099,0.08171784589467508,0.1728490335826987,0.013814884754972041,0.16925902463215073,0.004663415373305643
202,0.6508938379313046,0.17721140949631667,0.08238143883422462,0.4139381815805509,0.025662622792853303,0.07230352555509195,-0.0038420203040364156
3,0.3615565919776762,0.059870633667903725,0.0731385782739552,0.12085183751663935,0.019742342476734977,0.1530442867347098,0.014811149816184439
371,0.3181906005765178,0.06781983930674915,-0.002174846305244693,0.12336544980872563,0.010891244791446191,0.1849435122636624,0.0002624687789154234
350,0.31117837400228016,0.14427064119389038,0.02963136693417513,0.014475260671277546,0.011812938749893339,0.18862884337682972,0.013530014406888424
456,0.34114011087949975,0.04299289079860795,0.0012620474580643905,0.16408184308721338,0.011621685458114168,0.17589159421224773,0.009814638144521763
146,0.34173843269143744,0.14759204970242115,0.0033727674866630723,0.061160676787774496,0.010668241244153089,0.17728456107707632,0.013514391265286314
310,0.321553657460954,0.14682381111252232,-0.01152086579754968,0.0689848090986487,0.014685438123287846,0.18150827320943688,-0.004745021089561246
19,0.37197910352758123,0.04855362466964612,0.0988902025767095,0.10921083731975419,0.01962144371939627,0.14779236189646808,0.013887498765267835
501,0.35022949611465315,0.1409659309678889,-0.008479632295083257,0.09227743490861623,0.014271542464370858,0.16982725341138868,-0.0017864558449701084
260,0.28936748245289823,0.020288480469729017,0.13068618937801083,0.046524153376916774,0.017851320777031218,0.19512594100029773,0.02060066191723159
298,0.6767868316170246,0.2723132060232082,0.15903904575866992,0.0706430585877887,0.2282692053767798,0.10160216577060406,0.03248917131497122
378,0.5996038899040192,0.031181636156182958,0.17481975430341945,0.056609428851540945,0.4082335804141579,0.06738582675313498,0.057924817578823104
190,0.3343864441719414,0.0683986137065685,0.01006652350493241,0.13697550761770924,0.012464679940625344,0.18084717913258988,0.006173190420225501
384,0.6082525016927953,0.4538130250971492,0.1322033560188069,0.10192237717690816,0.010804863937555798,0.06291818782308847,-0.0026001359381309375
576,0.6963375269126731,-0.09455700246005694,-0.014859829341536793,0.007456404715299056,-0.013179115286689596,0.8558613113561089,-0.005994901816114658
196,0.35037698710579857,0.07777278425214207,0.1026246961886925,0.03340619093024534,0.014106260545620622,0.1814889710699737,-0.005202527152348137
140,0.6368703007616987,0.3269149183867241,0.23596988967038188,0.1409124259076709,0.010265966346745006,0.07808097591885935,0.008677399428965862
82,0.6331874550535791,0.39148721892624333,0.0017982193986332848,0.3146593491567196,-0.0031387227460174336,0.06304778430253946,-0.0019021174900565538
502,0.322531615728015,0.06832550832327068,0.11266086796127062,0.041944699790414604,0.01661806693693024,0.17431926780215004,0.01717809776659628
382,0.3170229997364778,0.11929390791552348,0.004610036306165112,0.10073364089083474,0.01664930062082667,0.1730877904644409,0.012550850806053322
84,0.33565474015092067,0.06274011340720895,0.012468333739870933,0.14844518662766581,0.01658139035208847,0.17509793021932218,0.011194434532989002
334,0.35575024422792423,0.15709679947344976,0.050100920455026406,0.03003226850703905,0.011243576032958455,0.1572907280182399,0.011703690152448204
575,0.34492134890417964,0.12626767934862587,-0.0008002702299525335,0.10410885684296947,-0.00017342107155268624,0.16821980013130175,0.013256907612468099
179,0.7769239554931092,0.05946161394108372,0.04550823759539335,-0.001343686772474306,0.15303773089491376,0.5422860402358052,0.03837561409025937
99,0.3364622435790728,-0.048766888952053444,0.14856488425099965,0.09673064343152715,0.014314119725005882,0.17131807909946206,0.006193672694847424
451,0.32455229638256916,0.029785410270418124,0.0412489492177341,0.1499974885379896,-0.0038689618237615258,0.17352437747660404,0.007582145806580791
74,0.35681299675575745,0.15102045993184948,0.058996859076574835,0.009650280175005887,0.011130539243651838,0.1644117853588654,0.005604041891522278
7,0.6971084629193288,-0.02846292813287669,-0.061082548480456494,0.020747527847829694,-0.01100360961767313,0.8233218982016254,-0.004996797255971639
402,0.31680977530589555,0.16780728199669798,0.0011141987814620618,0.07504588247903295,0.023243186126381453,0.163935548325233,-0.0003913890955175544
273,0.3273599665850909,0.07845656128269687,0.09525002738249536,0.05138053134808552,0.019376416582167367,0.16758646232941393,0.010151291647431688
279,0.3493120182033916,0.06723785628322439,0.004909253065999433,0.1465457737890048,0.01243377383873023,0.1716096396799576,0.008514179596916187
154,0.35555261167058905,0.10470834030495028,-0.006328959861629393,0.1309356220731806,0.014073317555640202,0.16715100085540913,0.003828980020521694
586,0.3338396783594277,0.047815653816716645,0.04983139186400533,0.11672151145327456,0.015942844836333302,0.17141837378887076,0.013105707520005965
191,0.645106477430288,0.29392459700694207,0.07996453882837855,0.29341211596470007,0.010227181477741,0.08527395430785471,0.0259782816492931
551,0.3214911060364657,0.10742353312139616,0.13434292846213847,-0.018548129691562346,0.01725732641345752,0.16511976145982657,0.008990345234471404
592,0.3101735948439028,0.15847085057758592,0.05943148059673002,-0.02218835108323819,0.010415574726662262,0.18995626864277584,-0.002501340566343964
555,0.39815469324838826,0.09376352745674739,0.07211671981894618,0.07551311100762871,0.006827753855892177,0.14744506197851476,0.0051823136629580565
50,0.3336482167039143,0.01744800853661896,0.07841336245621312,0.12859563664134027,0.015495359422971856,0.16816809257232185,0.013605333068579861
38,0.32765252618952817,0.03866882937983851,0.06401752782095133,0.11774148421189132,0.01882502887761331,0.1783295476613335,0.006009584209405128
208,0.337918828395192,0.08179854446077314,-0.014897211487612094,0.151556102701493,0.016579660047158416,0.1680759244364079,0.003158965633792209
5,0.3427700106693515,0.09987300737748266,0.15608788890703182,-0.09391661744537119,0.007086279051483803,0.1853159352012565,-0.00023157107655881178
75,0.6397385138567299,0.07519552025733493,0.1553498550575636,0.153269163379087,0.3121567780579866,0.07984654211159027,0.04035395739216512
248,0.3515298366395462,0.057576274529172265,0.06387273657636143,0.164323527208121,-0.08082856995505243,0.16855126271942128,0.00799769617458134
47,0.3587150250390365,0.18642934022633062,-0.007596013444637366,0.05584519264173542,0.010267478263674303,0.15411972584578335,0.002775589697999622
