,ID,Job tenure,Age,Car price,Default (y)
7242,7243,35,59,26470,0
6635,6636,13,42,20700,0
2862,2863,1,47,10795,0
378,379,0,56,5648,0
4603,4604,0,56,11895,0
5006,5007,28,60,13209,0
5345,5346,22,52,15351,0
199,200,5,50,10338,0
1912,1913,12,76,16490,0
6911,6912,3,60,6849,0
2110,2111,0,53,12480,1
1084,1085,0,63,14500,0
2453,2454,7,27,11130,0
6723,6724,5,31,19990,0
58,59,15,56,11801,0
4475,4476,18,55,13000,0
5673,5674,3,31,18990,0
4660,4661,0,25,9281,1
7403,7404,10,41,29000,0
1056,1057,26,50,12850,0
5783,5784,11,55,9990,0
1840,1841,10,70,6490,0
6598,6599,16,76,8630,0
6245,6246,25,53,12500,0
6086,6087,7,32,15319,0
1533,1534,12,51,21200,0
5689,5690,4,47,22900,1
2388,2389,21,76,5900,0
601,602,16,79,10489,0
6453,6454,1,44,12950,0
6106,6107,0,36,9890,1
2778,2779,26,47,16490,0
4500,4501,25,58,15617,0
4581,4582,0,23,9650,0
4922,4923,11,35,14689,0
3007,3008,16,33,7990,0
5852,5853,10,74,4430,0
1046,1047,10,70,7190,1
3213,3214,3,35,7490,0
1372,1373,2,54,17021,0
4094,4095,0,27,13550,0
4623,4624,13,52,10490,0
4518,4519,14,39,5000,0
6338,6339,2,46,12189,0
5459,5460,2,24,14000,0
1400,1401,1,29,8990,0
4852,4853,6,70,22290,0
3936,3937,19,40,13490,0
6754,6755,5,32,10390,0
3332,3333,16,54,7700,0
4871,4872,3,24,11995,0
6055,6056,0,58,5990,0
1375,1376,0,61,5653,0
